year age sex race q
1960 82 f white 0.10264
1960 83 f white 0.11235
1960 84 f white 0.12151
1960 85 f white 0.13625
1960 86 f white 0.15237
1960 87 f white 0.16936
1960 88 f white 0.18731
1960 89 f white 0.20611
1960 90 f white 0.2256
1960 91 f white 0.24536
1960 92 f white 0.26481
1960 93 f white 0.28322
1960 94 f white 0.29988
1960 95 f white 0.31416
1960 96 f white 0.32915
1960 97 f white 0.3445
1960 98 f white 0.36018
1960 99 f white 0.37616
1960 100 f white 0.39242
1960 101 f white 0.40891
1960 102 f white 0.42562
1960 103 f white 0.4425
1960 104 f white 0.45951
1960 105 f white 0.47662
1960 106 f white 0.49378
1960 107 f white 0.51095
1960 108 f white 0.5281
1960 109 f white 0.54519
1960 0-1d m nonwhite 0.01594
1960 1-7d m nonwhite 0.00988
1960 7-28d m nonwhite 0.00443
1960 0 m nonwhite 0.04699
1960 1 m nonwhite 0.00337
1960 2 m nonwhite 0.00197
1960 3 m nonwhite 0.00134
1960 4 m nonwhite 0.00102
1960 5 m nonwhite 0.00087
1960 6 m nonwhite 0.00076
1960 7 m nonwhite 0.00068
1960 8 m nonwhite 0.00063
1960 9 m nonwhite 6e-04
1960 10 m nonwhite 6e-04
1960 11 m nonwhite 0.00064
1960 12 m nonwhite 0.00072
1960 13 m nonwhite 0.00085
1960 14 m nonwhite 0.00102
1960 15 m nonwhite 0.0012
1960 16 m nonwhite 0.0014
1960 17 m nonwhite 0.00162
1960 18 m nonwhite 0.00186
1960 19 m nonwhite 0.0021
1960 20 m nonwhite 0.00236
1960 21 m nonwhite 0.00262
1960 22 m nonwhite 0.00283
1960 23 m nonwhite 0.00298
1960 24 m nonwhite 0.00307
1960 25 m nonwhite 0.00316
1960 26 m nonwhite 0.00327
1960 27 m nonwhite 0.00339
1960 28 m nonwhite 0.00353
1960 29 m nonwhite 0.0037
1960 30 m nonwhite 0.00389
1960 31 m nonwhite 0.00409
1960 32 m nonwhite 0.00431
1960 33 m nonwhite 0.00455
1960 34 m nonwhite 0.00483
1960 35 m nonwhite 0.00513
1960 36 m nonwhite 0.00546
1960 37 m nonwhite 0.00585
1960 38 m nonwhite 0.00633
1960 39 m nonwhite 0.00688
1960 40 m nonwhite 0.00749
1960 41 m nonwhite 0.00814
1960 42 m nonwhite 0.00875
1960 43 m nonwhite 0.00931
1960 44 m nonwhite 0.00984
1960 45 m nonwhite 0.01038
1960 46 m nonwhite 0.01101
1960 47 m nonwhite 0.01183
1960 48 m nonwhite 0.01292
1960 49 m nonwhite 0.01422
1960 50 m nonwhite 0.01565
1960 51 m nonwhite 0.0171
1960 52 m nonwhite 0.01854
1960 53 m nonwhite 0.01994
1960 54 m nonwhite 0.02131
1960 55 m nonwhite 0.02273
1960 56 m nonwhite 0.02427
1960 57 m nonwhite 0.02589
1960 58 m nonwhite 0.02762
1960 59 m nonwhite 0.02947
1960 60 m nonwhite 0.03137
1960 61 m nonwhite 0.03335
1960 62 m nonwhite 0.03554
1960 63 m nonwhite 0.03801
1960 64 m nonwhite 0.04072
1960 65 m nonwhite 0.04365
1960 66 m nonwhite 0.04665
1960 67 m nonwhite 0.04953
1960 68 m nonwhite 0.05213
1960 69 m nonwhite 0.05448
1960 70 m nonwhite 0.0569
1960 71 m nonwhite 0.05944
1960 72 m nonwhite 0.06177
1960 73 m nonwhite 0.06375
1960 74 m nonwhite 0.06548
1960 75 m nonwhite 0.06673
1960 76 m nonwhite 0.06803
1960 77 m nonwhite 0.07037
1960 78 m nonwhite 0.0746
1960 79 m nonwhite 0.08065
1960 80 m nonwhite 0.08836
1960 81 m nonwhite 0.09668
1960 82 m nonwhite 0.10452
1960 83 m nonwhite 0.11038
1960 84 m nonwhite 0.1141
1960 85 m nonwhite 0.1228
1960 86 m nonwhite 0.13313
1960 87 m nonwhite 0.14588
1960 88 m nonwhite 0.16219
1960 89 m nonwhite 0.18166
1960 90 m nonwhite 0.20304
1960 91 m nonwhite 0.22519
1960 92 m nonwhite 0.24791
1960 93 m nonwhite 0.2705
1960 94 m nonwhite 0.2927
1960 95 m nonwhite 0.31416
1960 96 m nonwhite 0.32915
1960 97 m nonwhite 0.3445
1960 98 m nonwhite 0.36018
1960 99 m nonwhite 0.37616
1960 100 m nonwhite 0.39242
1960 101 m nonwhite 0.40891
1960 102 m nonwhite 0.42562
1960 103 m nonwhite 0.4425
1960 104 m nonwhite 0.45951
1960 105 m nonwhite 0.47662
1960 106 m nonwhite 0.49378
1960 107 m nonwhite 0.51095
1960 108 m nonwhite 0.5281
1960 109 m nonwhite 0.54519
1960 0-1d f nonwhite 0.01272
1960 1-7d f nonwhite 0.00742
1960 7-28d f nonwhite 0.00385
1960 0 f nonwhite 0.03828
1960 1 f nonwhite 0.00289
1960 2 f nonwhite 0.0016
1960 3 f nonwhite 0.00115
1960 4 f nonwhite 0.00092
1960 5 f nonwhite 0.00077
1960 6 f nonwhite 0.00066
1960 7 f nonwhite 0.00056
1960 8 f nonwhite 0.00049
1960 9 f nonwhite 0.00043
1960 10 f nonwhite 4e-04
1960 11 f nonwhite 0.00039
1960 12 f nonwhite 0.00041
1960 13 f nonwhite 0.00046
1960 14 f nonwhite 0.00053
1960 15 f nonwhite 0.00063
1960 16 f nonwhite 0.00073
1960 17 f nonwhite 0.00084
1960 18 f nonwhite 0.00094
1960 19 f nonwhite 0.00104
1960 20 f nonwhite 0.00116
1960 21 f nonwhite 0.00128
1960 22 f nonwhite 0.0014
1960 23 f nonwhite 0.0015
1960 24 f nonwhite 0.0016
1960 25 f nonwhite 0.00171
1960 26 f nonwhite 0.00182
1960 27 f nonwhite 0.00197
1960 28 f nonwhite 0.00214
1960 29 f nonwhite 0.00234
1960 30 f nonwhite 0.00256
1960 31 f nonwhite 0.00279
1960 32 f nonwhite 0.00303
1960 33 f nonwhite 0.00326
1960 34 f nonwhite 0.0035
1960 35 f nonwhite 0.00374
1960 36 f nonwhite 0.00402
1960 37 f nonwhite 0.00434
1960 38 f nonwhite 0.00471
1960 39 f nonwhite 0.00514
1960 40 f nonwhite 0.00561
1960 41 f nonwhite 0.00611
1960 42 f nonwhite 0.00656
1960 43 f nonwhite 0.00696
1960 44 f nonwhite 0.00733
1960 45 f nonwhite 0.00769
1960 46 f nonwhite 0.00814
1960 47 f nonwhite 0.00875
1960 48 f nonwhite 0.00957
1960 49 f nonwhite 0.01058
1960 50 f nonwhite 0.01167
1960 51 f nonwhite 0.01279
1960 52 f nonwhite 0.01392
1960 53 f nonwhite 0.01504
1960 54 f nonwhite 0.01617
1960 55 f nonwhite 0.01731
1960 56 f nonwhite 0.01852
1960 57 f nonwhite 0.01983
1960 58 f nonwhite 0.0213
1960 59 f nonwhite 0.02287
1960 60 f nonwhite 0.02459
1960 61 f nonwhite 0.02632
1960 62 f nonwhite 0.02784
1960 63 f nonwhite 0.02901
1960 64 f nonwhite 0.02995
1960 65 f nonwhite 0.03072
1960 66 f nonwhite 0.03162
1960 67 f nonwhite 0.03296
1960 68 f nonwhite 0.035
1960 69 f nonwhite 0.03762
1960 70 f nonwhite 0.04066
1960 71 f nonwhite 0.04372
1960 72 f nonwhite 0.04646
1960 73 f nonwhite 0.04853
1960 74 f nonwhite 0.05007
1960 75 f nonwhite 0.05127
1960 76 f nonwhite 0.05274
1960 77 f nonwhite 0.0551
1960 78 f nonwhite 0.05897
1960 79 f nonwhite 0.0642
1960 80 f nonwhite 0.0706
1960 81 f nonwhite 0.07731
1960 82 f nonwhite 0.08349
1960 83 f nonwhite 0.08813
1960 84 f nonwhite 0.09127
1960 85 f nonwhite 0.10205
1960 86 f nonwhite 0.11467
1960 87 f nonwhite 0.12972
1960 88 f nonwhite 0.1479
1960 89 f nonwhite 0.16879
1960 90 f nonwhite 0.19137
1960 91 f nonwhite 0.21496
1960 92 f nonwhite 0.23959
1960 93 f nonwhite 0.26478
1960 94 f nonwhite 0.28995
1960 95 f nonwhite 0.31416
1960 96 f nonwhite 0.32915
1960 97 f nonwhite 0.3445
1960 98 f nonwhite 0.36018
1960 99 f nonwhite 0.37616
1960 100 f nonwhite 0.39242
1960 101 f nonwhite 0.40891
1960 102 f nonwhite 0.42562
1960 103 f nonwhite 0.4425
1960 104 f nonwhite 0.45951
1960 105 f nonwhite 0.47662
1960 106 f nonwhite 0.49378
1960 107 f nonwhite 0.51095
1960 108 f nonwhite 0.5281
1960 109 f nonwhite 0.54519
1970 0-1d m total 0.00984
1970 1-7d m total 0.00555
1970 7-28d m total 0.00159
1970 0 m total 0.02245
1970 1 m total 0.00133
1970 2 m total 0.00094
1970 3 m total 0.00078
1970 4 m total 0.00064
1970 5 m total 0.00058
1970 6 m total 0.00054
1970 7 m total 0.00051
1970 8 m total 0.00046
1970 9 m total 0.00041
1970 10 m total 0.00036
1970 11 m total 0.00035
1970 12 m total 0.00042
1970 13 m total 0.00059
1970 14 m total 0.00084
1970 15 m total 0.00114
1970 16 m total 0.00142
1970 17 m total 0.00167
1970 18 m total 0.00185
1970 19 m total 0.00198
1970 20 m total 0.00212
1970 21 m total 0.00226
1970 22 m total 0.00235
1970 23 m total 0.00235
1970 24 m total 0.00228
1970 25 m total 0.00217
1970 26 m total 0.00206
1970 27 m total 0.00199
1970 28 m total 0.00198
1970 29 m total 0.00203
1970 30 m total 0.0021
1970 31 m total 0.00218
1970 32 m total 0.00228
1970 33 m total 0.00239
1970 34 m total 0.00252
1970 35 m total 0.00268
1970 36 m total 0.00288
1970 37 m total 0.00312
1970 38 m total 0.00339
1970 39 m total 0.00369
1970 40 m total 0.00401
1970 41 m total 0.00435
1970 42 m total 0.00473
1970 43 m total 0.00518
1970 44 m total 0.00568
1970 45 m total 0.00623
1970 46 m total 0.00681
1970 47 m total 0.00744
1970 48 m total 0.00812
1970 49 m total 0.00887
1970 50 m total 0.00969
1970 51 m total 0.01059
1970 52 m total 0.01161
1970 53 m total 0.01275
1970 54 m total 0.014
1970 55 m total 0.01534
1970 56 m total 0.01676
1970 57 m total 0.01827
1970 58 m total 0.01987
1970 59 m total 0.02158
1970 60 m total 0.02339
1970 61 m total 0.02532
1970 62 m total 0.02738
1970 63 m total 0.0296
1970 64 m total 0.032
1970 65 m total 0.03463
1970 66 m total 0.03746
1970 67 m total 0.04044
1970 68 m total 0.0435
1970 69 m total 0.04665
1970 70 m total 0.04991
1970 71 m total 0.05344
1970 72 m total 0.0574
1970 73 m total 0.06193
1970 74 m total 0.06703
1970 75 m total 0.07264
1970 76 m total 0.07856
1970 77 m total 0.08462
1970 78 m total 0.0907
1970 79 m total 0.09688
1970 80 m total 0.10367
1970 81 m total 0.11125
1970 82 m total 0.11929
1970 83 m total 0.1277
1970 84 m total 0.13663
1970 85 m total 0.1473
1970 86 m total 0.15979
1970 87 m total 0.17281
1970 88 m total 0.18521
1970 89 m total 0.19681
1970 90 m total 0.20839
1970 91 m total 0.22122
1970 92 m total 0.23512
1970 93 m total 0.25023
1970 94 m total 0.26546
1970 95 m total 0.27962
1970 96 m total 0.2909
1970 97 m total 0.30135
1970 98 m total 0.31111
1970 99 m total 0.32017
1970 100 m total 0.32857
1970 101 m total 0.33633
1970 102 m total 0.34347
1970 103 m total 0.35004
1970 104 m total 0.35606
1970 105 m total 0.36157
1970 106 m total 0.36661
1970 107 m total 0.37121
1970 108 m total 0.3754
1970 109 m total 0.37922
1970 0-1d f total 0.00758
1970 1-7d f total 0.00405
1970 7-28d f total 0.00134
1970 0 f total 0.01746
1970 1 f total 0.00116
1970 2 f total 0.00077
1970 3 f total 6e-04
1970 4 f total 0.00051
1970 5 f total 0.00043
1970 6 f total 0.00038
1970 7 f total 0.00034
1970 8 f total 0.00031
1970 9 f total 0.00028
1970 10 f total 0.00026
1970 11 f total 0.00025
1970 12 f total 0.00027
1970 13 f total 0.00033
1970 14 f total 4e-04
1970 15 f total 0.00049
1970 16 f total 0.00058
1970 17 f total 0.00066
1970 18 f total 0.00069
1970 19 f total 0.00071
1970 20 f total 0.00072
1970 21 f total 0.00073
1970 22 f total 0.00075
1970 23 f total 0.00077
1970 24 f total 0.00079
1970 25 f total 0.00081
1970 26 f total 0.00083
1970 27 f total 0.00086
1970 28 f total 9e-04
1970 29 f total 0.00096
1970 30 f total 0.00102
1970 31 f total 0.0011
1970 32 f total 0.00119
1970 33 f total 0.00129
1970 34 f total 0.0014
1970 35 f total 0.00152
1970 36 f total 0.00165
1970 37 f total 0.0018
1970 38 f total 0.00197
1970 39 f total 0.00215
1970 40 f total 0.00233
1970 41 f total 0.00251
1970 42 f total 0.00273
1970 43 f total 0.00297
1970 44 f total 0.00325
1970 45 f total 0.00354
1970 46 f total 0.00384
1970 47 f total 0.00416
1970 48 f total 0.00449
1970 49 f total 0.00484
1970 50 f total 0.00523
1970 51 f total 0.00565
1970 52 f total 0.00611
1970 53 f total 0.0066
1970 54 f total 0.00712
1970 55 f total 0.00768
1970 56 f total 0.00829
1970 57 f total 0.00894
1970 58 f total 0.00962
1970 59 f total 0.01035
1970 60 f total 0.01113
1970 61 f total 0.012
1970 62 f total 0.01298
1970 63 f total 0.01411
1970 64 f total 0.01538
1970 65 f total 0.01678
1970 66 f total 0.01832
1970 67 f total 0.02004
1970 68 f total 0.02195
1970 69 f total 0.02407
1970 70 f total 0.02632
1970 71 f total 0.02879
1970 72 f total 0.03165
1970 73 f total 0.03503
1970 74 f total 0.03893
1970 75 f total 0.04325
1970 76 f total 0.0479
1970 77 f total 0.05295
1970 78 f total 0.0584
1970 79 f total 0.06432
1970 80 f total 0.07097
1970 81 f total 0.07834
1970 82 f total 0.08612
1970 83 f total 0.09419
1970 84 f total 0.10275
1970 85 f total 0.11282
1970 86 f total 0.12462
1970 87 f total 0.13685
1970 88 f total 0.14859
1970 89 f total 0.16006
1970 90 f total 0.17264
1970 91 f total 0.18718
1970 92 f total 0.20243
1970 93 f total 0.2175
1970 94 f total 0.23186
1970 95 f total 0.24584
1970 96 f total 0.25854
1970 97 f total 0.2698
1970 98 f total 0.27996
1970 99 f total 0.28949
1970 100 f total 0.29836
1970 101 f total 0.30659
1970 102 f total 0.3142
1970 103 f total 0.32122
1970 104 f total 0.32768
1970 105 f total 0.33361
1970 106 f total 0.33904
1970 107 f total 0.34401
1970 108 f total 0.34855
1970 109 f total 0.35269
1970 0-1d m white 0.00892
1970 1-7d m white 0.00527
1970 7-28d m white 0.00139
1970 0 m white 0.02006
1970 1 m white 0.00116
1970 2 m white 0.00083
1970 3 m white 0.00072
1970 4 m white 0.00059
1970 5 m white 0.00054
1970 6 m white 0.00051
1970 7 m white 0.00048
1970 8 m white 0.00044
1970 9 m white 0.00039
1970 10 m white 0.00034
1970 11 m white 0.00032
1970 12 m white 0.00039
1970 13 m white 0.00055
1970 14 m white 8e-04
1970 15 m white 0.00107
1970 16 m white 0.00134
1970 17 m white 0.00156
1970 18 m white 0.00172
1970 19 m white 0.00181
1970 20 m white 0.0019
1970 21 m white 0.00201
1970 22 m white 0.00205
1970 23 m white 0.00203
1970 24 m white 0.00195
1970 25 m white 0.00184
1970 26 m white 0.00173
1970 27 m white 0.00165
1970 28 m white 0.00162
1970 29 m white 0.00165
1970 30 m white 0.0017
1970 31 m white 0.00176
1970 32 m white 0.00183
1970 33 m white 0.00192
1970 34 m white 0.00203
1970 35 m white 0.00217
1970 36 m white 0.00235
1970 37 m white 0.00256
1970 38 m white 0.00281
1970 39 m white 0.0031
1970 40 m white 0.0034
1970 41 m white 0.00372
1970 42 m white 0.00409
1970 43 m white 0.00452
1970 44 m white 0.00501
1970 45 m white 0.00555
1970 46 m white 0.00612
1970 47 m white 0.00673
1970 48 m white 0.00739
1970 49 m white 0.00812
1970 50 m white 0.00892
1970 51 m white 0.0098
1970 52 m white 0.01081
1970 53 m white 0.01194
1970 54 m white 0.01318
1970 55 m white 0.01452
1970 56 m white 0.01594
1970 57 m white 0.01745
1970 58 m white 0.01906
1970 59 m white 0.02077
1970 60 m white 0.02258
1970 61 m white 0.02451
1970 62 m white 0.02657
1970 63 m white 0.02879
1970 64 m white 0.0312
1970 65 m white 0.03386
1970 66 m white 0.03674
1970 67 m white 0.03977
1970 68 m white 0.04284
1970 69 m white 0.04597
1970 70 m white 0.04916
1970 71 m white 0.05262
1970 72 m white 0.05655
1970 73 m white 0.06118
1970 74 m white 0.06647
1970 75 m white 0.07231
1970 76 m white 0.07843
1970 77 m white 0.08472
1970 78 m white 0.09103
1970 79 m white 0.09749
1970 80 m white 0.10466
1970 81 m white 0.11273
1970 82 m white 0.12127
1970 83 m white 0.13012
1970 84 m white 0.13942
1970 85 m white 0.15033
1970 86 m white 0.16321
1970 87 m white 0.17666
1970 88 m white 0.18947
1970 89 m white 0.20145
1970 90 m white 0.21344
1970 91 m white 0.22684
1970 92 m white 0.24152
1970 93 m white 0.25767
1970 94 m white 0.27426
1970 95 m white 0.29014
1970 96 m white 0.30431
1970 97 m white 0.31784
1970 98 m white 0.33085
1970 99 m white 0.34324
1970 100 m white 0.35479
1970 101 m white 0.36553
1970 102 m white 0.3755
1970 103 m white 0.38471
1970 104 m white 0.3932
1970 105 m white 0.40101
1970 106 m white 0.40818
1970 107 m white 0.41475
1970 108 m white 0.42075
1970 109 m white 0.42624
1970 0-1d f white 0.00686
1970 1-7d f white 0.00373
1970 7-28d f white 0.00115
1970 0 f white 0.01532
1970 1 f white 0.00101
1970 2 f white 0.00067
1970 3 f white 0.00054
1970 4 f white 0.00047
1970 5 f white 4e-04
1970 6 f white 0.00036
1970 7 f white 0.00032
1970 8 f white 0.00029
1970 9 f white 0.00027
1970 10 f white 0.00025
1970 11 f white 0.00024
1970 12 f white 0.00026
1970 13 f white 0.00031
1970 14 f white 0.00038
1970 15 f white 0.00046
1970 16 f white 0.00055
1970 17 f white 0.00061
1970 18 f white 0.00064
1970 19 f white 0.00064
1970 20 f white 0.00064
1970 21 f white 0.00065
1970 22 f white 0.00065
1970 23 f white 0.00066
1970 24 f white 0.00067
1970 25 f white 0.00068
1970 26 f white 7e-04
1970 27 f white 0.00072
1970 28 f white 0.00075
1970 29 f white 0.00079
1970 30 f white 0.00084
1970 31 f white 9e-04
1970 32 f white 0.00097
1970 33 f white 0.00104
1970 34 f white 0.00113
1970 35 f white 0.00122
1970 36 f white 0.00133
1970 37 f white 0.00146
1970 38 f white 0.00161
1970 39 f white 0.00177
1970 40 f white 0.00193
1970 41 f white 0.00211
1970 42 f white 0.0023
1970 43 f white 0.00254
1970 44 f white 0.0028
1970 45 f white 0.00308
1970 46 f white 0.00336
1970 47 f white 0.00366
1970 48 f white 0.00397
1970 49 f white 0.0043
1970 50 f white 0.00466
1970 51 f white 0.00507
1970 52 f white 0.0055
1970 53 f white 0.00596
1970 54 f white 0.00646
1970 55 f white 0.00699
1970 56 f white 0.00758
1970 57 f white 0.00819
1970 58 f white 0.00884
1970 59 f white 0.00953
1970 60 f white 0.01027
1970 61 f white 0.0111
1970 62 f white 0.01203
1970 63 f white 0.01309
1970 64 f white 0.01429
1970 65 f white 0.01563
1970 66 f white 0.01713
1970 67 f white 0.01883
1970 68 f white 0.02075
1970 69 f white 0.02288
1970 70 f white 0.02513
1970 71 f white 0.02759
1970 72 f white 0.03048
1970 73 f white 0.03396
1970 74 f white 0.03803
1970 75 f white 0.04255
1970 76 f white 0.0474
1970 77 f white 0.05264
1970 78 f white 0.05829
1970 79 f white 0.0644
1970 80 f white 0.07128
1970 81 f white 0.07893
1970 82 f white 0.08702
1970 83 f white 0.09539
1970 84 f white 0.10427
1970 85 f white 0.11465
1970 86 f white 0.12685
1970 87 f white 0.13944
1970 88 f white 0.15144
1970 89 f white 0.16303
1970 90 f white 0.1757
1970 91 f white 0.19046
1970 92 f white 0.20617
1970 93 f white 0.22206
1970 94 f white 0.23758
1970 95 f white 0.25298
1970 96 f white 0.26762
1970 97 f white 0.28133
1970 98 f white 0.29413
1970 99 f white 0.30615
1970 100 f white 0.31742
1970 101 f white 0.32794
1970 102 f white 0.33772
1970 103 f white 0.34679
1970 104 f white 0.35517
1970 105 f white 0.36289
1970 106 f white 0.36999
1970 107 f white 0.37651
1970 108 f white 0.38248
1970 109 f white 0.38793
1970 0-1d m nonwhite 0.01522
1970 1-7d m nonwhite 0.00742
1970 7-28d m nonwhite 0.00272
1970 0 m nonwhite 0.03408
1970 1 m nonwhite 0.00217
1970 2 m nonwhite 0.00155
1970 3 m nonwhite 0.00109
1970 4 m nonwhite 0.00094
1970 5 m nonwhite 0.00082
1970 6 m nonwhite 0.00074
1970 7 m nonwhite 0.00067
1970 8 m nonwhite 6e-04
1970 9 m nonwhite 0.00053
1970 10 m nonwhite 0.00048
1970 11 m nonwhite 0.00048
1970 12 m nonwhite 0.00058
1970 13 m nonwhite 8e-04
1970 14 m nonwhite 0.00113
1970 15 m nonwhite 0.00151
1970 16 m nonwhite 0.0019
1970 17 m nonwhite 0.0023
1970 18 m nonwhite 0.0027
1970 19 m nonwhite 0.00309
1970 20 m nonwhite 0.00357
1970 21 m nonwhite 0.0041
1970 22 m nonwhite 0.00452
1970 23 m nonwhite 0.00473
1970 24 m nonwhite 0.00475
1970 25 m nonwhite 0.00468
1970 26 m nonwhite 0.00464
1970 27 m nonwhite 0.00464
1970 28 m nonwhite 0.00474
1970 29 m nonwhite 0.00494
1970 30 m nonwhite 0.00515
1970 31 m nonwhite 0.00535
1970 32 m nonwhite 0.00558
1970 33 m nonwhite 0.00587
1970 34 m nonwhite 0.00621
1970 35 m nonwhite 0.00657
1970 36 m nonwhite 0.00697
1970 37 m nonwhite 0.00742
1970 38 m nonwhite 0.00791
1970 39 m nonwhite 0.00843
1970 40 m nonwhite 0.00898
1970 41 m nonwhite 0.00955
1970 42 m nonwhite 0.01016
1970 43 m nonwhite 0.0108
1970 44 m nonwhite 0.01149
1970 45 m nonwhite 0.01222
1970 46 m nonwhite 0.01298
1970 47 m nonwhite 0.01381
1970 48 m nonwhite 0.01472
1970 49 m nonwhite 0.01573
1970 50 m nonwhite 0.01683
1970 51 m nonwhite 0.01802
1970 52 m nonwhite 0.01927
1970 53 m nonwhite 0.02054
1970 54 m nonwhite 0.02182
1970 55 m nonwhite 0.02314
1970 56 m nonwhite 0.02453
1970 57 m nonwhite 0.02602
1970 58 m nonwhite 0.02763
1970 59 m nonwhite 0.02939
1970 60 m nonwhite 0.03127
1970 61 m nonwhite 0.03324
1970 62 m nonwhite 0.03532
1970 63 m nonwhite 0.03744
1970 64 m nonwhite 0.03959
1970 65 m nonwhite 0.04171
1970 66 m nonwhite 0.04389
1970 67 m nonwhite 0.04636
1970 68 m nonwhite 0.04935
1970 69 m nonwhite 0.05292
1970 70 m nonwhite 0.05714
1970 71 m nonwhite 0.06169
1970 72 m nonwhite 0.06617
1970 73 m nonwhite 0.07001
1970 74 m nonwhite 0.07318
1970 75 m nonwhite 0.07636
1970 76 m nonwhite 0.08001
1970 77 m nonwhite 0.0835
1970 78 m nonwhite 0.08666
1970 79 m nonwhite 0.08942
1970 80 m nonwhite 0.0916
1970 81 m nonwhite 0.09353
1970 82 m nonwhite 0.09587
1970 83 m nonwhite 0.09937
1970 84 m nonwhite 0.10418
1970 85 m nonwhite 0.11257
1970 86 m nonwhite 0.12156
1970 87 m nonwhite 0.13089
1970 88 m nonwhite 0.1398
1970 89 m nonwhite 0.14832
1970 90 m nonwhite 0.15687
1970 91 m nonwhite 0.1662
1970 92 m nonwhite 0.17656
1970 93 m nonwhite 0.18827
1970 94 m nonwhite 0.20064
1970 95 m nonwhite 0.2127
1970 96 m nonwhite 0.21795
1970 97 m nonwhite 0.22278
1970 98 m nonwhite 0.22723
1970 99 m nonwhite 0.23132
1970 100 m nonwhite 0.23506
1970 101 m nonwhite 0.23848
1970 102 m nonwhite 0.2416
1970 103 m nonwhite 0.24445
1970 104 m nonwhite 0.24705
1970 105 m nonwhite 0.24941
1970 106 m nonwhite 0.25155
1970 107 m nonwhite 0.2535
1970 108 m nonwhite 0.25526
1970 109 m nonwhite 0.25686
1970 0-1d f nonwhite 0.0117
1970 1-7d f nonwhite 0.00592
1970 7-28d f nonwhite 0.00236
1970 0 f nonwhite 0.02765
1970 1 f nonwhite 0.00189
1970 2 f nonwhite 0.0013
1970 3 f nonwhite 9e-04
1970 4 f nonwhite 0.00068
1970 5 f nonwhite 0.00062
1970 6 f nonwhite 0.00052
1970 7 f nonwhite 0.00045
1970 8 f nonwhite 0.00039
1970 9 f nonwhite 0.00035
1970 10 f nonwhite 0.00033
1970 11 f nonwhite 0.00033
1970 12 f nonwhite 0.00036
1970 13 f nonwhite 0.00044
1970 14 f nonwhite 0.00054
1970 15 f nonwhite 0.00067
1970 16 f nonwhite 8e-04
1970 17 f nonwhite 0.00093
1970 18 f nonwhite 0.00103
1970 19 f nonwhite 0.00111
1970 20 f nonwhite 0.00121
1970 21 f nonwhite 0.00132
1970 22 f nonwhite 0.00141
1970 23 f nonwhite 0.0015
1970 24 f nonwhite 0.00157
1970 25 f nonwhite 0.00164
1970 26 f nonwhite 0.00173
1970 27 f nonwhite 0.00183
1970 28 f nonwhite 0.00195
1970 29 f nonwhite 0.0021
1970 30 f nonwhite 0.00225
1970 31 f nonwhite 0.00242
1970 32 f nonwhite 0.00262
1970 33 f nonwhite 0.00286
1970 34 f nonwhite 0.00313
1970 35 f nonwhite 0.00343
1970 36 f nonwhite 0.00373
1970 37 f nonwhite 0.00405
1970 38 f nonwhite 0.00438
1970 39 f nonwhite 0.00472
1970 40 f nonwhite 0.00507
1970 41 f nonwhite 0.00542
1970 42 f nonwhite 0.00581
1970 43 f nonwhite 0.00624
1970 44 f nonwhite 0.00672
1970 45 f nonwhite 0.00725
1970 46 f nonwhite 0.00779
1970 47 f nonwhite 0.00836
1970 48 f nonwhite 0.00892
1970 49 f nonwhite 0.0095
1970 50 f nonwhite 0.01013
1970 51 f nonwhite 0.01081
1970 52 f nonwhite 0.01153
1970 53 f nonwhite 0.01229
1970 54 f nonwhite 0.01308
1970 55 f nonwhite 0.01392
1970 56 f nonwhite 0.01483
1970 57 f nonwhite 0.01581
1970 58 f nonwhite 0.01689
1970 59 f nonwhite 0.01809
1970 60 f nonwhite 0.01937
1970 61 f nonwhite 0.02073
1970 62 f nonwhite 0.02226
1970 63 f nonwhite 0.02392
1970 64 f nonwhite 0.02566
1970 65 f nonwhite 0.02738
1970 66 f nonwhite 0.02909
1970 67 f nonwhite 0.03093
1970 68 f nonwhite 0.03308
1970 69 f nonwhite 0.03561
1970 70 f nonwhite 0.03863
1970 71 f nonwhite 0.04194
1970 72 f nonwhite 0.04519
1970 73 f nonwhite 0.0479
1970 74 f nonwhite 0.05004
1970 75 f nonwhite 0.05208
1970 76 f nonwhite 0.05446
1970 77 f nonwhite 0.05704
1970 78 f nonwhite 0.05997
1970 79 f nonwhite 0.06321
1970 80 f nonwhite 0.06656
1970 81 f nonwhite 0.06991
1970 82 f nonwhite 0.07342
1970 83 f nonwhite 0.07716
1970 84 f nonwhite 0.08122
1970 85 f nonwhite 0.08747
1970 86 f nonwhite 0.09465
1970 87 f nonwhite 0.10282
1970 88 f nonwhite 0.11201
1970 89 f nonwhite 0.12222
1970 90 f nonwhite 0.13355
1970 91 f nonwhite 0.14548
1970 92 f nonwhite 0.15672
1970 93 f nonwhite 0.16605
1970 94 f nonwhite 0.17401
1970 95 f nonwhite 0.1822
1970 96 f nonwhite 0.18719
1970 97 f nonwhite 0.1918
1970 98 f nonwhite 0.19605
1970 99 f nonwhite 0.19996
1970 100 f nonwhite 0.20355
1970 101 f nonwhite 0.20684
1970 102 f nonwhite 0.20985
1970 103 f nonwhite 0.21259
1970 104 f nonwhite 0.2151
1970 105 f nonwhite 0.21738
1970 106 f nonwhite 0.21945
1970 107 f nonwhite 0.22134
1970 108 f nonwhite 0.22305
1970 109 f nonwhite 0.2246
1970 0-1d m black 0.01522
